2018-12-08 12:08:41,561 [myid:] - INFO  [main:QuorumPeerConfig@136] - Reading configuration from: /Users/chengzhenyu/Working/ZK/zookeeper3/bin/../conf/zoo.cfg
2018-12-08 12:08:41,569 [myid:] - INFO  [main:QuorumPeer$QuorumServer@184] - Resolved hostname: 127.0.0.1 to address: /127.0.0.1
2018-12-08 12:08:41,570 [myid:] - INFO  [main:QuorumPeer$QuorumServer@184] - Resolved hostname: 127.0.0.1 to address: /127.0.0.1
2018-12-08 12:08:41,570 [myid:] - INFO  [main:QuorumPeer$QuorumServer@184] - Resolved hostname: 127.0.0.1 to address: /127.0.0.1
2018-12-08 12:08:41,570 [myid:] - INFO  [main:QuorumPeerConfig@398] - Defaulting to majority quorums
2018-12-08 12:08:41,573 [myid:3] - INFO  [main:DatadirCleanupManager@78] - autopurge.snapRetainCount set to 3
2018-12-08 12:08:41,573 [myid:3] - INFO  [main:DatadirCleanupManager@79] - autopurge.purgeInterval set to 0
2018-12-08 12:08:41,573 [myid:3] - INFO  [main:DatadirCleanupManager@101] - Purge task is not scheduled.
2018-12-08 12:08:41,581 [myid:3] - INFO  [main:QuorumPeerMain@130] - Starting quorum peer
2018-12-08 12:08:41,587 [myid:3] - INFO  [main:ServerCnxnFactory@117] - Using org.apache.zookeeper.server.NIOServerCnxnFactory as server connection factory
2018-12-08 12:08:41,594 [myid:3] - INFO  [main:NIOServerCnxnFactory@89] - binding to port 0.0.0.0/0.0.0.0:2183
2018-12-08 12:08:41,601 [myid:3] - INFO  [main:QuorumPeer@1158] - tickTime set to 2000
2018-12-08 12:08:41,601 [myid:3] - INFO  [main:QuorumPeer@1204] - initLimit set to 10
2018-12-08 12:08:41,601 [myid:3] - INFO  [main:QuorumPeer@1178] - minSessionTimeout set to -1
2018-12-08 12:08:41,601 [myid:3] - INFO  [main:QuorumPeer@1189] - maxSessionTimeout set to -1
2018-12-08 12:08:41,606 [myid:3] - INFO  [main:QuorumPeer@1467] - QuorumPeer communication is not secured!
2018-12-08 12:08:41,606 [myid:3] - INFO  [main:QuorumPeer@1496] - quorum.cnxn.threads.size set to 20
2018-12-08 12:08:41,608 [myid:3] - INFO  [main:QuorumPeer@668] - currentEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2018-12-08 12:08:41,618 [myid:3] - INFO  [main:QuorumPeer@683] - acceptedEpoch not found! Creating with a reasonable default of 0. This should only happen when you are upgrading your installation
2018-12-08 12:08:41,628 [myid:3] - INFO  [ListenerThread:QuorumCnxManager$Listener@736] - My election bind port: /127.0.0.1:4445
2018-12-08 12:08:41,635 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:QuorumPeer@909] - LOOKING
2018-12-08 12:08:41,636 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:FastLeaderElection@813] - New election. My id =  3, proposed zxid=0x0
2018-12-08 12:08:41,644 [myid:3] - INFO  [WorkerReceiver[myid=3]:FastLeaderElection@595] - Notification: 1 (message format version), 3 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 3 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2018-12-08 12:08:41,645 [myid:3] - INFO  [WorkerReceiver[myid=3]:FastLeaderElection@595] - Notification: 1 (message format version), 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 1 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2018-12-08 12:08:41,645 [myid:3] - INFO  [WorkerReceiver[myid=3]:FastLeaderElection@595] - Notification: 1 (message format version), 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), FOLLOWING (n.state), 1 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2018-12-08 12:08:41,645 [myid:3] - INFO  [WorkerReceiver[myid=3]:FastLeaderElection@595] - Notification: 1 (message format version), 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LOOKING (n.state), 2 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2018-12-08 12:08:41,645 [myid:3] - INFO  [WorkerReceiver[myid=3]:FastLeaderElection@595] - Notification: 1 (message format version), 2 (n.leader), 0x0 (n.zxid), 0x1 (n.round), LEADING (n.state), 2 (n.sid), 0x0 (n.peerEpoch) LOOKING (my state)
2018-12-08 12:08:41,645 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:QuorumPeer@979] - FOLLOWING
2018-12-08 12:08:41,649 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Learner@86] - TCP NoDelay set to: true
2018-12-08 12:08:41,654 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:zookeeper.version=3.4.13-2d71af4dbe22557fda74f9a9b4309b15a7487f03, built on 06/29/2018 04:05 GMT
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:host.name=10.242.114.223
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:java.version=10.0.2
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:java.vendor=Oracle Corporation
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:java.home=/Library/Java/JavaVirtualMachines/jdk-10.0.2.jdk/Contents/Home
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:java.class.path=/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../build/classes:/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../build/lib/*.jar:/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../lib/slf4j-log4j12-1.7.25.jar:/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../lib/slf4j-api-1.7.25.jar:/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../lib/netty-3.10.6.Final.jar:/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../lib/log4j-1.2.17.jar:/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../lib/jline-0.9.94.jar:/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../lib/audience-annotations-0.5.0.jar:/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../zookeeper-3.4.13.jar:/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../src/java/lib/*.jar:/Users/chengzhenyu/Working/ZK/zookeeper3/bin/../conf:
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:java.library.path=/Users/chengzhenyu/Library/Java/Extensions:/Library/Java/Extensions:/Network/Library/Java/Extensions:/System/Library/Java/Extensions:/usr/lib/java:.
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:java.io.tmpdir=/var/folders/5g/ylyj_tzs3jj3wczkgb3f4lvc0000gn/T/
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:java.compiler=<NA>
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:os.name=Mac OS X
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:os.arch=x86_64
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:os.version=10.14
2018-12-08 12:08:41,655 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:user.name=chengzhenyu
2018-12-08 12:08:41,656 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:user.home=/Users/chengzhenyu
2018-12-08 12:08:41,656 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Environment@100] - Server environment:user.dir=/Users/chengzhenyu/Working/ZK/zookeeper3
2018-12-08 12:08:41,657 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:ZooKeeperServer@174] - Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /Users/chengzhenyu/Working/ZK/zookeeper3/logs/version-2 snapdir /Users/chengzhenyu/Working/ZK/zookeeper3/data/version-2
2018-12-08 12:08:41,657 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Follower@65] - FOLLOWING - LEADER ELECTION TOOK - 21
2018-12-08 12:08:41,658 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:QuorumPeer$QuorumServer@184] - Resolved hostname: 127.0.0.1 to address: /127.0.0.1
2018-12-08 12:08:41,686 [myid:3] - INFO  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Learner@332] - Getting a diff from the leader 0x0
2018-12-08 12:08:52,577 [myid:3] - WARN  [QuorumPeer[myid=3]/0:0:0:0:0:0:0:0:2183:Follower@119] - Got zxid 0x100000001 expected 0x1
2018-12-08 12:08:52,577 [myid:3] - INFO  [SyncThread:3:FileTxnLog@213] - Creating new log file: log.100000001
2018-12-08 13:36:39,674 [myid:3] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2183:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:62124
